"id","date","state_name","state_code","cgst","sgst","igst","cess"
883,"2019-07-01","Bihar","10",260.33,529.73,146.36,224.02
884,"2019-07-01","Cbic","98",0.0,0.0,59.42,0.0
885,"2019-07-01","Chandigarh","04",31.09,49.17,74.53,1.17
886,"2019-07-01","Chhattisgarh","22",379.32,482.19,641.28,499.58
887,"2019-07-01","Delhi","07",717.24,948.19,1651.55,89.25
888,"2019-07-01","Goa","30",76.87,119.44,162.32,2.63
889,"2019-07-01","Gujarat","24",1691.37,2214.21,2143.84,361.95
890,"2019-07-01","Haryana","06",719.55,1070.46,2535.34,291.39
891,"2019-07-01","Himachal Pradesh","02",103.16,154.75,414.01,5.29
892,"2019-07-01","Jammu And Kashmir","01",90.81,164.29,102.02,5.52
893,"2019-07-01","Jharkhand","20",306.29,431.11,693.92,424.17
894,"2019-07-01","Karnataka","29",1609.44,2152.0,2354.19,972.87
895,"2019-07-01","Kerala","32",474.14,757.52,265.63,15.08
896,"2019-07-01","Lakshadweep","31",0.91,1.19,0.02,0.0
897,"2019-07-01","Madhya Pradesh","23",517.41,741.58,573.41,449.28
898,"2019-07-01","Maharashtra","27",3816.41,4802.5,5458.42,1024.49
899,"2019-07-01","Manipur","14",12.24,19.61,1.55,0.18
900,"2019-07-01","Meghalaya","17",17.21,26.5,60.3,0.37
901,"2019-07-01","Mizoram","15",3.73,7.2,8.05,0.05
902,"2019-07-01","Nagaland","13",7.01,9.48,5.66,0.72
903,"2019-07-01","Odisha","21",518.11,702.44,742.21,531.61
904,"2019-07-01","Other Territory","97",13.17,24.94,120.14,0.0
905,"2019-07-01","Puducherry","34",19.36,30.18,94.75,0.24
906,"2019-07-01","Punjab","03",293.59,498.6,456.23,22.97
907,"2019-07-01","Rajasthan","08",733.64,997.01,842.17,125.75
908,"2019-07-01","Sikkim","11",14.57,21.08,164.86,0.18
909,"2019-07-01","Tamil Nadu","33",1552.98,2270.62,1746.29,514.27
910,"2019-07-01","Telangana","36",696.92,1003.27,884.5,578.4
911,"2019-07-01","The Dadra And Nagar Haveli And Daman And Diu","38",25.11,35.84,178.6,0.11
912,"2019-07-01","Tripura","16",17.07,25.66,5.82,0.11
913,"2019-07-01","Uttar Pradesh","09",1208.79,1899.73,1184.68,1128.75
914,"2019-07-01","Uttarakhand","05",194.08,339.75,736.23,18.84
915,"2019-07-01","West Bengal","19",1021.81,1371.31,796.16,396.41
916,"2019-08-01","Andaman And Nicobar Islands","35",9.97,17.11,3.26,0.14
917,"2019-08-01","Andhra Pradesh","28",499.97,700.28,892.84,22.04
918,"2019-08-01","Arunachal Pradesh","12",16.45,20.53,7.76,0.02
919,"2019-08-01","Assam","18",216.08,290.45,229.63,32.05
920,"2019-08-01","Bihar","10",255.93,453.33,115.14,156.95
921,"2019-08-01","Cbic","98",0.0,0.0,99.5,0.0
922,"2019-08-01","Chandigarh","04",32.9,44.49,82.29,0.4
923,"2019-08-01","Chhattisgarh","22",344.14,430.56,604.33,493.71
924,"2019-08-01","Delhi","07",731.94,943.45,1736.99,104.81
925,"2019-08-01","Goa","30",74.47,106.23,142.58,1.25
926,"2019-08-01","Gujarat","24",1668.29,2100.58,2072.55,343.14
927,"2019-08-01","Haryana","06",785.37,1138.24,2269.82,280.51
928,"2019-08-01","Himachal Pradesh","02",97.09,145.62,431.75,1.47
929,"2019-08-01","Jammu And Kashmir","01",65.89,111.46,119.84,4.83
930,"2019-08-01","Jharkhand","20",320.7,435.54,608.37,405.67
931,"2019-08-01","Karnataka","29",1526.77,2096.53,1921.32,656.19
932,"2019-08-01","Kerala","32",496.8,764.03,308.1,12.96
933,"2019-08-01","Lakshadweep","31",0.37,1.04,0.03,0.0
934,"2019-08-01","Madhya Pradesh","23",507.87,690.58,609.21,447.2
935,"2019-08-01","Maharashtra","27",3716.21,4690.58,4181.44,819.09
936,"2019-08-01","Manipur","14",13.15,20.92,2.36,0.12
937,"2019-08-01","Meghalaya","17",19.71,26.67,70.2,0.32
938,"2019-08-01","Mizoram","15",6.18,12.96,8.61,0.06
939,"2019-08-01","Nagaland","13",9.37,11.84,4.63,1.01
940,"2019-08-01","Odisha","21",534.68,698.47,815.17,448.91
941,"2019-08-01","Other Territory","97",11.79,14.65,143.2,0.0
942,"2019-08-01","Puducherry","34",19.66,31.7,108.05,1.11
943,"2019-08-01","Punjab","03",294.92,494.53,450.65,15.26
944,"2019-08-01","Rajasthan","08",717.18,954.28,756.57,122.08
945,"2019-08-01","Sikkim","11",11.11,14.41,137.88,0.01
946,"2019-08-01","Tamil Nadu","33",1600.37,2318.38,1688.08,366.51
947,"2019-08-01","Telangana","36",734.68,993.63,853.87,476.47
948,"2019-08-01","The Dadra And Nagar Haveli And Daman And Diu","38",26.51,38.25,197.25,0.13
949,"2019-08-01","Tripura","16",21.57,30.57,5.77,0.24
950,"2019-08-01","Uttar Pradesh","09",1131.84,1724.6,1206.34,912.67
951,"2019-08-01","Uttarakhand","05",187.71,316.23,423.05,14.1
952,"2019-08-01","West Bengal","19",1025.01,1356.46,831.64,290.12
953,"2019-09-01","Andaman And Nicobar Islands","35",6.58,10.02,2.15,0.0
954,"2019-09-01","Andhra Pradesh","28",473.74,660.46,746.16,104.61
955,"2019-09-01","Arunachal Pradesh","12",17.57,23.08,3.44,0.22
956,"2019-09-01","Assam","18",242.51,324.17,245.09,36.68
957,"2019-09-01","Bihar","10",246.12,447.66,107.12,184.8
958,"2019-09-01","Cbic","98",0.0,0.0,34.8,0.0
959,"2019-09-01","Chandigarh","04",28.68,41.26,86.47,0.1
960,"2019-09-01","Chhattisgarh","22",295.31,375.2,438.94,380.14
961,"2019-09-01","Delhi","07",707.03,924.2,1667.67,86.97
962,"2019-09-01","Goa","30",71.63,109.5,127.58,2.76
963,"2019-09-01","Gujarat","24",1543.19,1932.12,1901.53,363.69
964,"2019-09-01","Haryana","06",720.31,1053.43,2053.93,281.99
965,"2019-09-01","Himachal Pradesh","02",89.32,135.04,383.62,0.91
966,"2019-09-01","Jammu And Kashmir","01",62.12,99.43,117.47,2.7
967,"2019-09-01","Jharkhand","20",279.61,374.93,462.73,391.67
968,"2019-09-01","Karnataka","29",1522.24,2061.76,1985.98,779.88
969,"2019-09-01","Kerala","32",441.28,687.19,258.97,5.72
970,"2019-09-01","Lakshadweep","31",0.74,0.84,0.09,0.0
971,"2019-09-01","Madhya Pradesh","23",445.86,613.71,585.57,441.96
972,"2019-09-01","Maharashtra","27",3609.68,4405.43,4647.06,916.78
973,"2019-09-01","Manipur","14",15.11,23.34,2.9,0.15
974,"2019-09-01","Meghalaya","17",15.07,20.82,68.23,1.77
975,"2019-09-01","Mizoram","15",6.32,10.04,12.8,0.1
976,"2019-09-01","Nagaland","13",6.42,9.28,4.51,0.42
977,"2019-09-01","Odisha","21",473.85,610.19,577.1,353.9
978,"2019-09-01","Other Territory","97",4.73,7.06,119.86,0.0
979,"2019-09-01","Puducherry","34",18.51,30.95,99.6,0.36
980,"2019-09-01","Punjab","03",275.28,473.05,370.67,14.36
981,"2019-09-01","Rajasthan","08",621.8,839.73,660.62,131.16
982,"2019-09-01","Sikkim","11",11.26,16.23,181.41,0.1
983,"2019-09-01","Tamil Nadu","33",1475.53,2135.15,1541.56,463.37
984,"2019-09-01","Telangana","36",655.52,916.21,781.15,501.2
985,"2019-09-01","The Dadra And Nagar Haveli And Daman And Diu","38",24.95,33.83,155.26,0.04
986,"2019-09-01","Tripura","16",18.37,26.58,6.52,0.23
987,"2019-09-01","Uttar Pradesh","09",1056.04,1616.07,1253.91,1147.41
988,"2019-09-01","Uttarakhand","05",185.89,286.29,533.98,10.48
989,"2019-09-01","West Bengal","19",961.51,1263.37,745.38,285.23
990,"2019-10-01","Andaman And Nicobar Islands","35",12.73,16.09,2.91,0.01
991,"2019-10-01","Andhra Pradesh","28",470.07,656.57,716.4,131.85
992,"2019-10-01","Arunachal Pradesh","12",15.7,20.74,4.2,0.34
993,"2019-10-01","Assam","18",262.51,357.34,221.86,46.42
994,"2019-10-01","Bihar","10",248.99,402.7,107.15,181.22
995,"2019-10-01","Cbic","98",0.0,0.0,97.33,0.0
996,"2019-10-01","Chandigarh","04",27.89,40.42,88.35,0.36
997,"2019-10-01","Chhattisgarh","22",312.64,395.21,496.85,364.94
998,"2019-10-01","Delhi","07",717.56,959.76,1720.77,86.07
999,"2019-10-01","Goa","30",76.16,107.51,126.48,1.0
1000,"2019-10-01","Gujarat","24",1634.86,2016.4,1850.61,385.66
1001,"2019-10-01","Haryana","06",752.47,1088.38,2437.39,299.81
1002,"2019-10-01","Himachal Pradesh","02",96.95,143.43,427.68,1.04
1003,"2019-10-01","Jammu And Kashmir","01",77.09,122.63,109.58,3.22
1004,"2019-10-01","Jharkhand","20",289.19,400.17,412.68,334.69
1005,"2019-10-01","Karnataka","29",1613.99,2142.73,2089.67,828.63
1006,"2019-10-01","Kerala","32",490.3,765.85,281.07,11.97
1007,"2019-10-01","Lakshadweep","31",1.05,1.38,0.04,0.0
1008,"2019-10-01","Madhya Pradesh","23",464.13,639.02,559.53,389.93
1009,"2019-10-01","Maharashtra","27",3947.74,4818.42,5484.49,858.82
1010,"2019-10-01","Manipur","14",16.25,24.59,2.13,0.1
1011,"2019-10-01","Meghalaya","17",18.38,27.13,67.37,0.01
1012,"2019-10-01","Mizoram","15",5.24,9.93,3.04,0.17
1013,"2019-10-01","Nagaland","13",7.9,10.4,6.11,0.09
1014,"2019-10-01","Odisha","21",486.86,627.73,559.47,319.78
1015,"2019-10-01","Other Territory","97",7.69,9.71,109.52,0.0
1016,"2019-10-01","Puducherry","34",19.57,30.73,94.56,0.87
1017,"2019-10-01","Punjab","03",281.52,480.1,412.49,15.24
1018,"2019-10-01","Rajasthan","08",654.87,909.57,750.12,110.47
1019,"2019-10-01","Sikkim","11",9.74,13.14,163.18,0.06
1020,"2019-10-01","Tamil Nadu","33",1526.61,2128.55,1876.37,577.1
1021,"2019-10-01","Telangana","36",765.32,1010.33,980.65,474.13
1022,"2019-10-01","The Dadra And Nagar Haveli And Daman And Diu","38",23.88,32.1,156.88,0.1
1023,"2019-10-01","Tripura","16",20.41,29.09,4.87,0.05
1024,"2019-10-01","Uttar Pradesh","09",1080.61,1655.63,1309.48,1056.86
1025,"2019-10-01","Uttarakhand","05",204.31,316.07,620.92,12.03
1026,"2019-10-01","West Bengal","19",940.17,1264.25,718.87,339.75
1027,"2019-11-01","Andaman And Nicobar Islands","35",8.36,13.52,2.99,0.04
1028,"2019-11-01","Andhra Pradesh","28",496.73,767.3,746.75,218.82
1029,"2019-11-01","Arunachal Pradesh","12",13.09,17.07,5.28,0.17
1030,"2019-11-01","Assam","18",268.96,375.17,272.68,40.76
1031,"2019-11-01","Bihar","10",278.04,509.6,136.64,182.29
1032,"2019-11-01","Cbic","98",0.0,0.0,94.93,0.0
1033,"2019-11-01","Chandigarh","04",32.92,50.6,80.44,1.21
1034,"2019-11-01","Chhattisgarh","22",356.7,484.53,871.38,463.5
1035,"2019-11-01","Delhi","07",872.56,1145.27,1888.71,88.72
1036,"2019-11-01","Goa","30",85.37,122.41,132.1,1.64
1037,"2019-11-01","Gujarat","24",1800.38,2318.23,2271.03,415.29
1038,"2019-11-01","Haryana","06",876.98,1262.38,3442.08,323.02
1039,"2019-11-01","Himachal Pradesh","02",109.88,173.09,416.58,1.52
1040,"2019-11-01","Jammu And Kashmir","01",105.86,166.03,89.01,2.54
1041,"2019-11-01","Jharkhand","20",327.69,468.65,560.12,363.33
1042,"2019-11-01","Karnataka","29",1612.74,2262.25,2387.6,709.75
1043,"2019-11-01","Kerala","32",567.32,817.62,299.21,7.26
1044,"2019-11-01","Lakshadweep","31",0.81,1.05,0.08,0.0
1045,"2019-11-01","Madhya Pradesh","23",568.92,777.07,640.92,465.63
1046,"2019-11-01","Maharashtra","27",4446.55,5507.82,5122.94,890.54
1047,"2019-11-01","Manipur","14",11.92,20.31,2.85,0.2
1048,"2019-11-01","Meghalaya","17",17.93,25.5,73.7,0.27
1049,"2019-11-01","Mizoram","15",5.44,8.71,2.55,0.14
1050,"2019-11-01","Nagaland","13",7.46,10.76,3.86,0.48
1051,"2019-11-01","Odisha","21",514.52,700.96,786.53,345.02
1052,"2019-11-01","Other Territory","97",6.82,9.63,136.8,0.0
1053,"2019-11-01","Puducherry","34",21.54,35.5,99.98,0.15
1054,"2019-11-01","Punjab","03",329.79,581.36,448.84,15.1
1055,"2019-11-01","Rajasthan","08",848.59,1196.75,895.24,130.88
1056,"2019-11-01","Sikkim","11",10.44,16.74,129.76,0.23
1057,"2019-11-01","Tamil Nadu","33",1703.86,2368.05,1961.07,416.29
1058,"2019-11-01","Telangana","36",774.95,1173.02,905.84,495.59
1059,"2019-11-01","The Dadra And Nagar Haveli And Daman And Diu","38",28.11,39.91,177.32,0.07
1060,"2019-11-01","Tripura","16",17.64,26.58,6.87,0.27
1061,"2019-11-01","Uttar Pradesh","09",1228.64,2003.13,1421.59,1024.31
1062,"2019-11-01","Uttarakhand","05",228.97,356.18,680.44,14.61
1063,"2019-11-01","West Bengal","19",1005.41,1332.06,883.73,238.74
1064,"2019-12-01","Andaman And Nicobar Islands","35",10.26,17.05,2.28,0.19
1065,"2019-12-01","Andhra Pradesh","28",540.13,768.81,719.76,236.23
1066,"2019-12-01","Arunachal Pradesh","12",22.71,29.53,5.78,0.2
1067,"2019-12-01","Assam","18",296.42,386.54,267.32,40.4
1068,"2019-12-01","Bihar","10",266.06,476.79,121.28,151.5
1069,"2019-12-01","Cbic","98",0.0,0.0,75.33,0.0
1070,"2019-12-01","Chandigarh","04",33.74,47.19,86.51,0.52
1071,"2019-12-01","Chhattisgarh","22",385.57,472.0,784.3,494.25
1072,"2019-12-01","Delhi","07",800.07,1030.19,1780.31,86.95
1073,"2019-12-01","Goa","30",93.77,134.74,132.66,2.2
1074,"2019-12-01","Gujarat","24",1831.51,2335.85,2047.13,406.96
1075,"2019-12-01","Haryana","06",814.05,1205.87,3045.72,299.26
1076,"2019-12-01","Himachal Pradesh","02",109.53,168.12,420.5,0.81
1077,"2019-12-01","Jammu And Kashmir","01",109.24,198.77,99.5,1.64
1078,"2019-12-01","Jharkhand","20",342.41,470.34,684.36,445.74
1079,"2019-12-01","Karnataka","29",1688.89,2220.84,2239.29,736.77
1080,"2019-12-01","Kerala","32",527.05,801.83,311.54,10.27
1081,"2019-12-01","Lakshadweep","31",0.35,0.4,0.03,0.0
1082,"2019-12-01","Madhya Pradesh","23",552.41,742.4,629.95,509.44
1083,"2019-12-01","Maharashtra","27",4768.78,5738.44,5106.85,915.44
1084,"2019-12-01","Manipur","14",16.27,25.85,2.28,0.01
1085,"2019-12-01","Meghalaya","17",18.19,27.04,77.67,0.08
1086,"2019-12-01","Mizoram","15",6.53,11.22,3.12,0.05
1087,"2019-12-01","Nagaland","13",9.92,15.49,4.33,1.41
1088,"2019-12-01","Odisha","21",529.78,726.29,696.04,431.18
1089,"2019-12-01","Other Territory","97",7.0,9.61,101.58,0.0
1090,"2019-12-01","Puducherry","34",22.56,34.19,108.58,0.12
1091,"2019-12-01","Punjab","03",309.73,512.24,455.18,13.08
1092,"2019-12-01","Rajasthan","08",768.0,1049.64,781.85,113.8
1093,"2019-12-01","Sikkim","11",10.7,15.37,187.72,0.12
1094,"2019-12-01","Tamil Nadu","33",1632.19,2302.4,1928.96,558.27
1095,"2019-12-01","Telangana","36",844.09,1135.82,877.37,563.19
1096,"2019-12-01","The Dadra And Nagar Haveli And Daman And Diu","38",26.98,36.78,184.32,0.06
1097,"2019-12-01","Tripura","16",21.56,31.55,5.98,0.15
1098,"2019-12-01","Uttar Pradesh","09",1223.64,1809.33,1319.96,1136.55
1099,"2019-12-01","Uttarakhand","05",230.01,330.15,638.86,14.09
1100,"2019-12-01","West Bengal","19",1091.77,1473.38,869.74,313.35
1101,"2020-01-01","Andaman And Nicobar Islands","35",10.5,16.05,3.34,0.11
1102,"2020-01-01","Andhra Pradesh","28",609.78,860.74,776.19,108.83
1103,"2020-01-01","Arunachal Pradesh","12",18.35,24.5,9.1,0.2
1104,"2020-01-01","Assam","18",252.49,343.31,197.58,27.09
1105,"2020-01-01","Bihar","10",306.43,505.55,140.42,169.73
1106,"2020-01-01","Cbic","98",0.0,0.0,119.28,0.0
1107,"2020-01-01","Chandigarh","04",40.0,59.25,91.82,3.56
1108,"2020-01-01","Chhattisgarh","22",400.26,495.05,672.36,587.58
1109,"2020-01-01","Delhi","07",832.83,1110.76,1919.53,103.55
1110,"2020-01-01","Goa","30",111.53,163.17,157.51,4.84
1111,"2020-01-01","Gujarat","24",2012.05,2476.08,2408.58,433.02
1112,"2020-01-01","Haryana","06",892.27,1329.74,2963.13,301.67
1113,"2020-01-01","Himachal Pradesh","02",114.36,165.74,392.26,2.41
1114,"2020-01-01","Jammu And Kashmir","01",103.92,176.53,87.96,2.32
1115,"2020-01-01","Jharkhand","20",344.13,472.23,730.18,480.78
1116,"2020-01-01","Karnataka","29",1787.49,2388.76,2673.76,755.18
1117,"2020-01-01","Kerala","32",576.61,931.32,327.44,23.51
1118,"2020-01-01","Lakshadweep","31",1.1,1.54,0.06,0.0
1119,"2020-01-01","Madhya Pradesh","23",611.56,828.18,707.23,526.64
1120,"2020-01-01","Maharashtra","27",4797.02,5787.61,6423.32,1077.15
1121,"2020-01-01","Manipur","14",11.74,20.79,2.17,0.34
1122,"2020-01-01","Meghalaya","17",18.85,29.33,79.92,0.26
1123,"2020-01-01","Mizoram","15",7.4,10.67,6.26,0.04
1124,"2020-01-01","Nagaland","13",9.8,15.98,5.92,0.4
1125,"2020-01-01","Odisha","21",563.85,744.33,674.18,521.61
1126,"2020-01-01","Other Territory","97",8.15,10.59,119.93,0.0
1127,"2020-01-01","Puducherry","34",24.77,39.76,121.33,1.7
1128,"2020-01-01","Punjab","03",343.21,569.36,409.72,18.02
1129,"2020-01-01","Rajasthan","08",843.7,1149.97,923.23,113.15
1130,"2020-01-01","Sikkim","11",14.01,19.4,160.22,0.53
1131,"2020-01-01","Tamil Nadu","33",1694.05,2318.12,2103.93,586.77
1132,"2020-01-01","Telangana","36",930.73,1317.66,974.94,563.64
1133,"2020-01-01","The Dadra And Nagar Haveli And Daman And Diu","38",29.4,43.19,208.7,0.15
1134,"2020-01-01","Tripura","16",19.96,30.54,5.81,0.09
1135,"2020-01-01","Uttar Pradesh","09",1253.55,1939.59,1443.6,1061.74
1136,"2020-01-01","Uttarakhand","05",234.39,326.37,677.86,18.03
1137,"2020-01-01","West Bengal","19",1113.53,1501.6,812.89,318.84
1138,"2020-02-01","Andaman And Nicobar Islands","35",13.62,18.88,3.45,0.06
1139,"2020-02-01","Andhra Pradesh","28",623.51,854.02,801.81,283.99
1140,"2020-02-01","Arunachal Pradesh","12",18.63,24.75,4.56,0.42
1141,"2020-02-01","Assam","18",280.49,381.43,213.22,48.73
1142,"2020-02-01","Bihar","10",309.21,498.48,134.29,178.52
1143,"2020-02-01","Cbic","98",0.0,0.0,100.14,0.0
1144,"2020-02-01","Chandigarh","04",36.32,49.4,85.2,1.45
1145,"2020-02-01","Chhattisgarh","22",402.09,497.24,775.67,599.41
1146,"2020-02-01","Delhi","07",782.09,993.45,1965.09,94.12
1147,"2020-02-01","Goa","30",107.93,148.28,151.18,3.22
1148,"2020-02-01","Gujarat","24",1983.73,2534.41,2208.14,489.26
1149,"2020-02-01","Haryana","06",883.07,1269.36,2868.45,245.55
1150,"2020-02-01","Himachal Pradesh","02",102.18,140.37,376.8,1.34
1151,"2020-02-01","Jammu And Kashmir","01",93.82,144.4,76.08,1.87
1152,"2020-02-01","Jharkhand","20",367.84,476.85,755.25,470.93
1153,"2020-02-01","Karnataka","29",1826.93,2380.61,2516.95,689.34
1154,"2020-02-01","Kerala","32",574.63,845.43,320.53,13.53
1155,"2020-02-01","Ladakh","37",0.71,0.71,0.09,2.96
1156,"2020-02-01","Lakshadweep","31",0.99,1.11,0.04,0.0
1157,"2020-02-01","Madhya Pradesh","23",620.12,820.25,667.92,512.74
1158,"2020-02-01","Maharashtra","27",4437.56,5443.23,4853.54,1000.33
1159,"2020-02-01","Manipur","14",13.97,20.44,2.79,0.16
1160,"2020-02-01","Meghalaya","17",19.98,29.18,107.18,0.23
1161,"2020-02-01","Mizoram","15",7.42,12.99,4.3,0.13
1162,"2020-02-01","Nagaland","13",8.26,11.31,4.36,1.0
1163,"2020-02-01","Odisha","21",618.78,804.85,792.59,573.94
1164,"2020-02-01","Other Territory","97",8.7,12.71,123.7,0.0
1165,"2020-02-01","Puducherry","34",22.56,34.37,100.99,0.94
1166,"2020-02-01","Punjab","03",308.58,503.82,403.5,13.04
1167,"2020-02-01","Rajasthan","08",801.02,1046.69,968.05,116.33
1168,"2020-02-01","Sikkim","11",9.76,15.98,156.85,0.06
1169,"2020-02-01","Tamil Nadu","33",1702.54,2332.04,1988.5,403.41
1170,"2020-02-01","Telangana","36",932.54,1208.6,933.38,592.61
1171,"2020-02-01","The Dadra And Nagar Haveli And Daman And Diu","38",27.39,39.07,173.35,0.08
1172,"2020-02-01","Tripura","16",22.55,33.57,6.92,0.22
1173,"2020-02-01","Uttar Pradesh","09",1229.3,1869.38,1478.92,1198.31
1174,"2020-02-01","Uttarakhand","05",229.59,310.31,723.23,17.8
1175,"2020-02-01","West Bengal","19",1140.54,1539.89,910.58,350.53
1176,"2020-03-01","Andaman And Nicobar Islands","35",15.87,19.61,3.04,0.06
1177,"2020-03-01","Andhra Pradesh","28",561.24,789.01,896.06,301.83
1178,"2020-03-01","Arunachal Pradesh","12",27.5,33.23,5.96,0.01
1179,"2020-03-01","Assam","18",288.87,389.2,213.26,40.39
1180,"2020-03-01","Bihar","10",305.76,496.81,118.13,135.25
1181,"2020-03-01","Cbic","98",0.0,0.0,81.48,0.0
1182,"2020-03-01","Chandigarh","04",30.03,41.32,79.41,2.5
1183,"2020-03-01","Chhattisgarh","22",418.63,500.24,595.26,579.03
1184,"2020-03-01","Delhi","07",680.88,881.72,1617.06,93.33
1185,"2020-03-01","Goa","30",77.18,111.96,125.14,2.2
1186,"2020-03-01","Gujarat","24",1886.25,2359.55,2218.04,356.62
1187,"2020-03-01","Haryana","06",736.47,1074.14,2678.42,385.26
1188,"2020-03-01","Himachal Pradesh","02",91.2,135.87,367.61,1.21
1189,"2020-03-01","Jammu And Kashmir","01",69.89,126.0,77.12,3.16
1190,"2020-03-01","Jharkhand","20",388.64,499.95,666.91,493.93
1191,"2020-03-01","Karnataka","29",1716.85,2230.64,2386.8,810.01
1192,"2020-03-01","Kerala","32",476.03,714.6,277.68,6.95
1193,"2020-03-01","Ladakh","37",0.22,0.22,0.15,0.25
1194,"2020-03-01","Lakshadweep","31",0.13,1.18,0.03,0.0
1195,"2020-03-01","Madhya Pradesh","23",541.53,746.66,645.04,474.16
1196,"2020-03-01","Maharashtra","27",4232.4,5126.62,4755.47,887.61
1197,"2020-03-01","Manipur","14",13.67,20.35,1.73,0.14
1198,"2020-03-01","Meghalaya","17",18.44,23.82,90.4,0.07
1199,"2020-03-01","Mizoram","15",11.65,17.0,4.51,0.02
1200,"2020-03-01","Nagaland","13",14.1,18.32,5.9,0.44
1201,"2020-03-01","Odisha","21",583.79,776.28,731.77,541.04
1202,"2020-03-01","Other Territory","97",9.72,11.97,110.8,0.0
1203,"2020-03-01","Puducherry","34",20.53,30.34,98.08,0.37
1204,"2020-03-01","Punjab","03",301.44,484.36,374.6,20.41
1205,"2020-03-01","Rajasthan","08",729.83,1007.84,978.25,104.51
1206,"2020-03-01","Sikkim","11",12.23,16.15,160.88,0.07
1207,"2020-03-01","Tamil Nadu","33",1580.73,2223.19,1939.88,434.02
1208,"2020-03-01","Telangana","36",846.3,1139.9,996.38,579.99
1209,"2020-03-01","The Dadra And Nagar Haveli And Daman And Diu","38",29.41,40.26,193.93,0.2
1210,"2020-03-01","Tripura","16",23.46,36.67,6.74,0.25
1211,"2020-03-01","Uttar Pradesh","09",1182.98,1794.76,1432.72,883.26
1212,"2020-03-01","Uttarakhand","05",221.45,277.36,686.08,9.84
1213,"2020-03-01","West Bengal","19",1035.42,1401.37,829.19,316.27
1214,"2020-04-01","Andaman And Nicobar Islands","35",4.02,4.56,2.59,0.01
1215,"2020-04-01","Andhra Pradesh","28",181.93,211.97,145.57,9.3
1216,"2020-04-01","Arunachal Pradesh","12",18.4,21.3,2.47,0.5
1217,"2020-04-01","Assam","18",80.2,100.64,78.54,5.1
1218,"2020-04-01","Bihar","10",112.93,137.57,32.05,0.03
1219,"2020-04-01","Cbic","98",0.0,0.0,121.32,0.0
1220,"2020-04-01","Chandigarh","04",8.35,9.34,22.64,0.01
1221,"2020-04-01","Chhattisgarh","22",82.62,93.38,171.36,3.49
1222,"2020-04-01","Delhi","07",216.38,240.7,526.28,6.55
1223,"2020-04-01","Goa","30",19.08,24.33,23.82,0.01
1224,"2020-04-01","Gujarat","24",411.21,464.24,325.7,94.95
1225,"2020-04-01","Haryana","06",211.73,253.81,1088.94,152.17
1226,"2020-04-01","Himachal Pradesh","02",26.47,31.59,68.84,0.01
1227,"2020-04-01","Jammu And Kashmir","01",31.54,37.12,22.4,0.07
1228,"2020-04-01","Jharkhand","20",74.64,89.09,44.95,35.04
1229,"2020-04-01","Karnataka","29",484.21,576.9,930.72,36.71
1230,"2020-04-01","Kerala","32",93.56,127.46,57.98,1.18
1231,"2020-04-01","Ladakh","37",1.24,1.29,0.52,0.78
1232,"2020-04-01","Lakshadweep","31",0.21,0.21,0.07,0.0
1233,"2020-04-01","Madhya Pradesh","23",149.04,176.19,104.08,33.62
1234,"2020-04-01","Maharashtra","27",1059.94,1231.44,2256.87,38.48
1235,"2020-04-01","Manipur","14",8.59,11.47,1.44,0.0
1236,"2020-04-01","Meghalaya","17",8.2,9.09,3.4,0.01
1237,"2020-04-01","Mizoram","15",3.35,4.16,1.73,0.0
1238,"2020-04-01","Nagaland","13",6.29,7.47,0.59,0.02
1239,"2020-04-01","Odisha","21",310.12,360.36,101.36,2.45
1240,"2020-04-01","Other Territory","97",8.47,10.48,30.75,0.0
1241,"2020-04-01","Puducherry","34",4.25,5.33,21.94,0.01
1242,"2020-04-01","Punjab","03",85.14,101.94,86.29,0.19
1243,"2020-04-01","Rajasthan","08",177.78,183.86,92.62,42.59
1244,"2020-04-01","Sikkim","11",4.53,5.53,70.98,0.0
1245,"2020-04-01","Tamil Nadu","33",371.71,451.05,594.51,2.78
1246,"2020-04-01","Telangana","36",214.09,252.67,318.55,142.83
1247,"2020-04-01","The Dadra And Nagar Haveli And Daman And Diu","38",5.52,5.94,27.27,0.02
1248,"2020-04-01","Tripura","16",7.99,9.71,1.95,0.01
1249,"2020-04-01","Uttar Pradesh","09",312.66,376.17,284.2,17.04
1250,"2020-04-01","Uttarakhand","05",49.79,61.95,141.63,3.26
1251,"2020-04-01","West Bengal","19",220.64,260.61,149.1,3.11
1252,"2020-05-01","Andaman And Nicobar Islands","35",2.86,3.91,1.05,0.01
1253,"2020-05-01","Andhra Pradesh","28",294.75,379.5,373.5,180.25
1254,"2020-05-01","Arunachal Pradesh","12",16.06,19.86,2.73,0.05
1255,"2020-05-01","Assam","18",166.97,190.7,105.87,44.46
1256,"2020-05-01","Bihar","10",167.53,248.01,68.95,123.61
1257,"2020-05-01","Cbic","98",0.0,0.0,109.37,0.0
1258,"2020-05-01","Chandigarh","04",16.16,22.06,63.58,1.64
1259,"2020-05-01","Chhattisgarh","22",278.02,314.73,665.48,564.68
1260,"2020-05-01","Delhi","07",415.34,494.26,1191.83,57.35
1261,"2020-05-01","Goa","30",39.25,52.64,58.11,0.85
1262,"2020-05-01","Gujarat","24",855.01,1022.56,1015.66,184.5
1263,"2020-05-01","Haryana","06",424.52,546.11,1556.35,81.59
