GST Id,Date,State Name,State Code,CGST,SGST,IGST,CESS,Total_GST,Year,Month,Region_type
500,01-08-2018,Rajasthan,8,570.64,796.9,748.83,124.02,2240.39,2018-01-01,1900-08-01,State
501,01-08-2018,Sikkim,11,7.08,12.23,143.79,0.03,163.13,2018-01-01,1900-08-01,State
502,01-08-2018,Tamil Nadu,33,1395.26,2000.38,1567.42,472.53,5435.59,2018-01-01,1900-08-01,State
503,01-08-2018,Telangana,36,566.23,792.95,833.04,467.53,2659.75,2018-01-01,1900-08-01,State
504,01-08-2018,The Dadra And Nagar Haveli And Daman And Diu,38,23.83,36.34,153.14,0.15,213.46,2018-01-01,1900-08-01,State
505,01-08-2018,Tripura,16,14.18,20.12,3.9,0.1,38.3,2018-01-01,1900-08-01,State
506,01-08-2018,Uttar Pradesh,9,935.42,1452.78,1353.17,1022.19,4763.5599999999995,2018-01-01,1900-08-01,State
507,01-08-2018,Uttarakhand,5,158.9,297.24,549.46,14.57,1020.1700000000001,2018-01-01,1900-08-01,State
508,01-08-2018,West Bengal,19,883.31,1178.5,768.88,293.85,3124.54,2018-01-01,1900-08-01,State
509,01-09-2018,Andaman And Nicobar Islands,35,9.22,12.51,1.17,0.02,22.919999999999998,2018-01-01,1900-09-01,Union Territory
510,01-09-2018,Andhra Pradesh,28,493.36,692.61,808.7,28.62,2023.29,2018-01-01,1900-09-01,State
511,01-09-2018,Arunachal Pradesh,12,10.23,13.41,2.16,0.14,25.94,2018-01-01,1900-09-01,State
512,01-09-2018,Assam,18,184.27,256.84,223.82,31.82,696.7500000000001,2018-01-01,1900-09-01,State
513,01-09-2018,Bihar,10,195.55,374.04,90.67,170.28,830.54,2018-01-01,1900-09-01,State
514,01-09-2018,Cbic,98,0.0,0.0,49.71,0.0,49.71,2018-01-01,1900-09-01,State
515,01-09-2018,Chandigarh,4,26.98,40.93,75.28,0.18,143.37,2018-01-01,1900-09-01,Union Territory
516,01-09-2018,Chhattisgarh,22,287.07,361.02,509.3,513.6,1670.9899999999998,2018-01-01,1900-09-01,State
517,01-09-2018,Delhi,7,620.52,787.04,1642.9,89.04,3139.5,2018-01-01,1900-09-01,Union Territory
518,01-09-2018,Goa,30,69.23,101.03,134.42,3.83,308.50999999999993,2018-01-01,1900-09-01,State
519,01-09-2018,Gujarat,24,1547.8,1999.97,2229.57,322.81,6100.150000000001,2018-01-01,1900-09-01,State
520,01-09-2018,Haryana,6,688.69,1039.91,2156.43,307.1,4192.13,2018-01-01,1900-09-01,State
521,01-09-2018,Himachal Pradesh,2,79.1,118.53,450.11,0.8,648.54,2018-01-01,1900-09-01,State
522,01-09-2018,Jammu And Kashmir,1,78.61,129.74,123.85,4.65,336.85,2018-01-01,1900-09-01,Union Territory
523,01-09-2018,Jharkhand,20,264.31,367.6,755.85,347.83,1735.5900000000001,2018-01-01,1900-09-01,State
524,01-09-2018,Karnataka,29,1316.81,1809.4,2287.52,898.26,6311.99,2018-01-01,1900-09-01,State
525,01-09-2018,Kerala,32,345.11,529.43,164.83,2.87,1042.2399999999998,2018-01-01,1900-09-01,State
526,01-09-2018,Lakshadweep,31,0.06,0.47,0.0,0.0,0.53,2018-01-01,1900-09-01,Union Territory
527,01-09-2018,Madhya Pradesh,23,400.14,572.94,528.69,397.17,1898.94,2018-01-01,1900-09-01,State
528,01-09-2018,Maharashtra,27,3428.64,4292.71,4307.92,1052.22,13081.49,2018-01-01,1900-09-01,State
529,01-09-2018,Manipur,14,10.65,20.16,1.02,0.0,31.830000000000002,2018-01-01,1900-09-01,State
530,01-09-2018,Meghalaya,17,13.41,19.91,57.73,1.49,92.53999999999999,2018-01-01,1900-09-01,State
531,01-09-2018,Mizoram,15,5.3,7.56,0.46,0.07,13.39,2018-01-01,1900-09-01,State
532,01-09-2018,Nagaland,13,5.45,7.74,8.63,0.17,21.990000000000002,2018-01-01,1900-09-01,State
533,01-09-2018,Odisha,21,403.92,527.58,808.73,446.53,2186.76,2018-01-01,1900-09-01,State
534,01-09-2018,Other Territory,97,10.93,18.15,125.47,0.0,154.55,2018-01-01,1900-09-01,State
535,01-09-2018,Puducherry,34,18.9,29.82,111.9,0.2,160.82,2018-01-01,1900-09-01,Union Territory
536,01-09-2018,Punjab,3,250.89,406.1,445.78,14.31,1117.08,2018-01-01,1900-09-01,State
537,01-09-2018,Rajasthan,8,559.53,773.57,781.36,129.02,2243.48,2018-01-01,1900-09-01,State
538,01-09-2018,Sikkim,11,7.82,11.34,145.92,0.01,165.08999999999997,2018-01-01,1900-09-01,State
539,01-09-2018,Tamil Nadu,33,1384.41,1976.47,1756.48,616.03,5733.39,2018-01-01,1900-09-01,State
540,01-09-2018,Telangana,36,614.97,854.31,784.23,468.28,2721.79,2018-01-01,1900-09-01,State
541,01-09-2018,The Dadra And Nagar Haveli And Daman And Diu,38,21.83,32.95,168.82,0.2,223.79999999999998,2018-01-01,1900-09-01,State
542,01-09-2018,Tripura,16,18.24,25.94,4.63,0.68,49.49,2018-01-01,1900-09-01,State
543,01-09-2018,Uttar Pradesh,9,917.49,1408.93,1438.67,1046.85,4811.9400000000005,2018-01-01,1900-09-01,State
544,01-09-2018,Uttarakhand,5,157.81,289.72,779.54,19.52,1246.59,2018-01-01,1900-09-01,State
545,01-09-2018,West Bengal,19,870.93,1150.44,799.75,309.05,3130.17,2018-01-01,1900-09-01,State
546,01-10-2018,Andaman And Nicobar Islands,35,3.89,7.43,1.58,0.0,12.9,2018-01-01,1900-10-01,Union Territory
547,01-10-2018,Andhra Pradesh,28,548.31,786.62,856.42,20.9,2212.25,2018-01-01,1900-10-01,State
548,01-10-2018,Arunachal Pradesh,12,9.79,14.67,3.25,0.49,28.2,2018-01-01,1900-10-01,State
549,01-10-2018,Assam,18,203.19,288.75,227.0,37.85,756.7900000000001,2018-01-01,1900-10-01,State
550,01-10-2018,Bihar,10,197.94,397.09,92.46,124.94,812.4300000000001,2018-01-01,1900-10-01,State
551,01-10-2018,Cbic,98,0.0,0.0,39.61,0.0,39.61,2018-01-01,1900-10-01,State
552,01-10-2018,Chandigarh,4,26.08,34.78,80.06,0.3,141.22000000000003,2018-01-01,1900-10-01,Union Territory
553,01-10-2018,Chhattisgarh,22,321.97,423.92,523.27,467.54,1736.7,2018-01-01,1900-10-01,State
554,01-10-2018,Delhi,7,666.38,859.74,1671.1,89.82,3287.04,2018-01-01,1900-10-01,Union Territory
555,01-10-2018,Goa,30,76.39,112.69,122.16,1.46,312.7,2018-01-01,1900-10-01,State
556,01-10-2018,Gujarat,24,1591.84,1998.91,2260.97,307.48,6159.199999999999,2018-01-01,1900-10-01,State
557,01-10-2018,Haryana,6,707.76,1053.84,2373.95,325.75,4461.299999999999,2018-01-01,1900-10-01,State
558,01-10-2018,Himachal Pradesh,2,78.77,124.54,445.78,1.55,650.6399999999999,2018-01-01,1900-10-01,State
559,01-10-2018,Jammu And Kashmir,1,84.91,133.23,103.03,2.89,324.05999999999995,2018-01-01,1900-10-01,Union Territory
560,01-10-2018,Jharkhand,20,359.99,469.16,894.17,368.01,2091.33,2018-01-01,1900-10-01,State
561,01-10-2018,Karnataka,29,1385.81,1880.13,2445.18,876.38,6587.5,2018-01-01,1900-10-01,State
562,01-10-2018,Kerala,32,451.48,787.77,256.72,4.66,1500.63,2018-01-01,1900-10-01,State
563,01-10-2018,Lakshadweep,31,0.04,0.05,0.05,0.0,0.14,2018-01-01,1900-10-01,Union Territory
564,01-10-2018,Madhya Pradesh,23,435.69,640.66,514.66,401.5,1992.5099999999998,2018-01-01,1900-10-01,State
565,01-10-2018,Maharashtra,27,3671.84,4595.09,5314.06,953.39,14534.380000000001,2018-01-01,1900-10-01,State
566,01-10-2018,Manipur,14,7.76,15.18,1.23,0.15,24.319999999999997,2018-01-01,1900-10-01,State
567,01-10-2018,Meghalaya,17,16.26,25.76,52.4,1.18,95.60000000000001,2018-01-01,1900-10-01,State
568,01-10-2018,Mizoram,15,2.42,5.01,2.77,0.0,10.2,2018-01-01,1900-10-01,State
569,01-10-2018,Nagaland,13,4.81,8.0,5.25,0.52,18.58,2018-01-01,1900-10-01,State
570,01-10-2018,Odisha,21,423.29,555.94,755.75,454.71,2189.69,2018-01-01,1900-10-01,State
571,01-10-2018,Other Territory,97,17.03,23.55,110.03,0.0,150.61,2018-01-01,1900-10-01,State
572,01-10-2018,Puducherry,34,18.72,30.56,91.66,0.09,141.03,2018-01-01,1900-10-01,Union Territory
573,01-10-2018,Punjab,3,268.78,431.2,417.09,12.39,1129.46,2018-01-01,1900-10-01,State
574,01-10-2018,Rajasthan,8,672.05,949.11,820.3,112.44,2553.9,2018-01-01,1900-10-01,State
575,01-10-2018,Sikkim,11,9.89,15.23,115.51,0.32,140.95,2018-01-01,1900-10-01,State
576,01-10-2018,Tamil Nadu,33,1389.87,2045.88,1902.12,752.69,6090.5599999999995,2018-01-01,1900-10-01,State
577,01-10-2018,Telangana,36,646.02,904.44,820.14,522.32,2892.92,2018-01-01,1900-10-01,State
578,01-10-2018,The Dadra And Nagar Haveli And Daman And Diu,38,25.55,37.62,178.73,0.05,241.95,2018-01-01,1900-10-01,State
579,01-10-2018,Tripura,16,15.31,23.78,4.95,0.27,44.31000000000001,2018-01-01,1900-10-01,State
580,01-10-2018,Uttar Pradesh,9,1023.37,1580.76,1327.72,903.22,4835.070000000001,2018-01-01,1900-10-01,State
581,01-10-2018,Uttarakhand,5,179.39,341.43,868.64,21.38,1410.8400000000001,2018-01-01,1900-10-01,State
582,01-10-2018,West Bengal,19,921.37,1223.78,811.59,278.66,3235.4,2018-01-01,1900-10-01,State
583,01-11-2018,Andaman And Nicobar Islands,35,12.67,16.59,1.45,0.07,30.779999999999998,2018-01-01,1900-11-01,Union Territory
584,01-11-2018,Andhra Pradesh,28,528.97,741.88,858.34,15.73,2144.92,2018-01-01,1900-11-01,State
585,01-11-2018,Arunachal Pradesh,12,6.47,11.59,3.54,0.11,21.709999999999997,2018-01-01,1900-11-01,State
586,01-11-2018,Assam,18,203.03,275.19,218.37,42.9,739.49,2018-01-01,1900-11-01,State
587,01-11-2018,Bihar,10,217.43,393.99,141.33,161.93,914.6800000000001,2018-01-01,1900-11-01,State
588,01-11-2018,Cbic,98,0.0,0.0,32.21,0.0,32.21,2018-01-01,1900-11-01,State
589,01-11-2018,Chandigarh,4,30.18,40.81,74.4,0.12,145.51000000000002,2018-01-01,1900-11-01,Union Territory
590,01-11-2018,Chhattisgarh,22,322.52,410.95,721.94,549.88,2005.29,2018-01-01,1900-11-01,State
591,01-11-2018,Delhi,7,670.85,878.22,1632.11,95.54,3276.7200000000003,2018-01-01,1900-11-01,Union Territory
592,01-11-2018,Goa,30,75.97,112.42,134.87,2.18,325.44,2018-01-01,1900-11-01,State
593,01-11-2018,Gujarat,24,1626.01,2124.82,1960.7,352.18,6063.71,2018-01-01,1900-11-01,State
594,01-11-2018,Haryana,6,779.12,1068.69,2522.08,307.7,4677.589999999999,2018-01-01,1900-11-01,State
595,01-11-2018,Himachal Pradesh,2,97.55,141.13,427.71,0.99,667.38,2018-01-01,1900-11-01,State
596,01-11-2018,Jammu And Kashmir,1,75.86,126.52,82.08,1.83,286.28999999999996,2018-01-01,1900-11-01,Union Territory
597,01-11-2018,Jharkhand,20,310.09,425.2,872.31,408.15,2015.75,2018-01-01,1900-11-01,State
598,01-11-2018,Karnataka,29,1373.42,1862.27,2486.74,776.08,6498.51,2018-01-01,1900-11-01,State
599,01-11-2018,Kerala,32,440.65,676.36,218.21,4.13,1339.3500000000001,2018-01-01,1900-11-01,State
600,01-11-2018,Lakshadweep,31,0.28,0.58,0.02,0.0,0.88,2018-01-01,1900-11-01,Union Territory
601,01-11-2018,Madhya Pradesh,23,477.85,651.17,580.91,414.15,2124.08,2018-01-01,1900-11-01,State
602,01-11-2018,Maharashtra,27,3784.05,4771.82,4452.76,924.68,13933.31,2018-01-01,1900-11-01,State
603,01-11-2018,Manipur,14,6.75,11.49,3.19,0.06,21.490000000000002,2018-01-01,1900-11-01,State
604,01-11-2018,Meghalaya,17,13.2,20.36,66.3,1.43,101.29,2018-01-01,1900-11-01,State
605,01-11-2018,Mizoram,15,4.65,7.6,3.4,0.14,15.790000000000001,2018-01-01,1900-11-01,State
606,01-11-2018,Nagaland,13,4.2,6.38,3.98,0.53,15.09,2018-01-01,1900-11-01,State
607,01-11-2018,Odisha,21,424.62,551.02,895.26,503.4,2374.3,2018-01-01,1900-11-01,State
608,01-11-2018,Other Territory,97,26.19,38.14,132.92,0.0,197.25,2018-01-01,1900-11-01,State
609,01-11-2018,Puducherry,34,18.75,30.75,117.52,3.18,170.2,2018-01-01,1900-11-01,Union Territory
610,01-11-2018,Punjab,3,270.59,469.34,472.79,7.04,1219.76,2018-01-01,1900-11-01,State
611,01-11-2018,Rajasthan,8,691.17,970.8,877.69,124.38,2664.04,2018-01-01,1900-11-01,State
612,01-11-2018,Sikkim,11,10.01,19.5,118.82,0.1,148.42999999999998,2018-01-01,1900-11-01,State
613,01-11-2018,Tamil Nadu,33,1462.3,2073.24,1747.47,530.33,5813.34,2018-01-01,1900-11-01,State
614,01-11-2018,Telangana,36,717.16,1004.77,795.38,549.22,3066.5299999999997,2018-01-01,1900-11-01,State
615,01-11-2018,The Dadra And Nagar Haveli And Daman And Diu,38,23.27,32.17,173.37,0.04,228.85,2018-01-01,1900-11-01,State
616,01-11-2018,Tripura,16,15.39,21.59,4.28,0.1,41.36000000000001,2018-01-01,1900-11-01,State
617,01-11-2018,Uttar Pradesh,9,1048.55,1616.45,1386.28,1107.06,5158.34,2018-01-01,1900-11-01,State
618,01-11-2018,Uttarakhand,5,167.82,339.53,616.85,23.36,1147.56,2018-01-01,1900-11-01,State
619,01-11-2018,West Bengal,19,873.78,1125.81,755.08,280.11,3034.78,2018-01-01,1900-11-01,State
620,01-12-2018,Andaman And Nicobar Islands,35,7.57,11.78,2.54,0.0,21.89,2018-01-01,1900-12-01,Union Territory
621,01-12-2018,Andhra Pradesh,28,503.75,697.53,831.58,15.9,2048.76,2018-01-01,1900-12-01,State
622,01-12-2018,Arunachal Pradesh,12,9.25,12.41,4.18,0.11,25.95,2018-01-01,1900-12-01,State
623,01-12-2018,Assam,18,198.43,270.0,231.22,43.52,743.17,2018-01-01,1900-12-01,State
624,01-12-2018,Bihar,10,220.52,393.52,118.85,176.37,909.26,2018-01-01,1900-12-01,State
625,01-12-2018,Cbic,98,0.0,0.0,91.21,0.0,91.21,2018-01-01,1900-12-01,State
626,01-12-2018,Chandigarh,4,28.68,40.64,73.33,0.22,142.86999999999998,2018-01-01,1900-12-01,Union Territory
627,01-12-2018,Chhattisgarh,22,314.84,409.71,554.25,573.2,1852.0,2018-01-01,1900-12-01,State
628,01-12-2018,Delhi,7,651.25,845.01,1560.65,89.23,3146.14,2018-01-01,1900-12-01,Union Territory
629,01-12-2018,Goa,30,90.59,126.43,122.79,2.22,342.03000000000003,2018-01-01,1900-12-01,State
630,01-12-2018,Gujarat,24,1514.08,1971.89,1850.79,282.38,5619.14,2018-01-01,1900-12-01,State
631,01-12-2018,Haryana,6,657.02,971.08,2690.77,327.43,4646.3,2018-01-01,1900-12-01,State
632,01-12-2018,Himachal Pradesh,2,89.7,139.61,364.69,0.73,594.73,2018-01-01,1900-12-01,State
633,01-12-2018,Jammu And Kashmir,1,77.94,135.15,78.59,0.87,292.55,2018-01-01,1900-12-01,Union Territory
634,01-12-2018,Jharkhand,20,298.32,411.15,855.44,430.57,1995.48,2018-01-01,1900-12-01,State
635,01-12-2018,Karnataka,29,1453.78,1950.98,2021.54,782.34,6208.64,2018-01-01,1900-12-01,State
636,01-12-2018,Kerala,32,461.35,722.55,227.61,4.45,1415.9600000000003,2018-01-01,1900-12-01,State
637,01-12-2018,Lakshadweep,31,1.67,1.85,0.03,0.0,3.55,2018-01-01,1900-12-01,Union Territory
638,01-12-2018,Madhya Pradesh,23,478.27,663.38,560.78,391.92,2094.35,2018-01-01,1900-12-01,State
639,01-12-2018,Maharashtra,27,3689.91,4503.08,4517.03,814.08,13524.1,2018-01-01,1900-12-01,State
640,01-12-2018,Manipur,14,9.77,15.65,1.44,0.25,27.110000000000003,2018-01-01,1900-12-01,State
641,01-12-2018,Meghalaya,17,14.05,20.98,72.87,0.14,108.04,2018-01-01,1900-12-01,State
642,01-12-2018,Mizoram,15,3.58,6.07,3.31,0.11,13.07,2018-01-01,1900-12-01,State
643,01-12-2018,Nagaland,13,4.25,6.87,4.55,0.87,16.540000000000003,2018-01-01,1900-12-01,State
644,01-12-2018,Odisha,21,443.58,572.38,823.6,507.03,2346.59,2018-01-01,1900-12-01,State
645,01-12-2018,Other Territory,97,19.82,33.59,124.41,0.0,177.82,2018-01-01,1900-12-01,State
646,01-12-2018,Puducherry,34,17.88,29.22,104.65,0.15,151.9,2018-01-01,1900-12-01,Union Territory
647,01-12-2018,Punjab,3,273.49,459.58,422.78,6.62,1162.4699999999998,2018-01-01,1900-12-01,State
648,01-12-2018,Rajasthan,8,668.7,924.61,752.85,110.26,2456.42,2018-01-01,1900-12-01,State
649,01-12-2018,Sikkim,11,7.3,11.49,130.66,0.28,149.73,2018-01-01,1900-12-01,State
650,01-12-2018,Tamil Nadu,33,1383.79,1987.28,1536.21,507.8,5415.08,2018-01-01,1900-12-01,State
651,01-12-2018,Telangana,36,649.7,907.83,879.44,577.33,3014.3,2018-01-01,1900-12-01,State
652,01-12-2018,The Dadra And Nagar Haveli And Daman And Diu,38,24.77,34.29,146.28,0.03,205.37,2018-01-01,1900-12-01,State
653,01-12-2018,Tripura,16,17.29,25.65,4.89,0.14,47.97,2018-01-01,1900-12-01,State
654,01-12-2018,Uttar Pradesh,9,1065.01,1622.84,1206.53,1062.4,4956.780000000001,2018-01-01,1900-12-01,State
655,01-12-2018,Uttarakhand,5,154.25,292.68,591.46,16.84,1055.23,2018-01-01,1900-12-01,State
656,01-12-2018,West Bengal,19,937.4,1230.53,737.13,324.94,3230.0,2018-01-01,1900-12-01,State
657,01-01-2019,Andaman And Nicobar Islands,35,12.48,18.08,3.95,0.02,34.53,2019-01-01,1900-01-01,Union Territory
658,01-01-2019,Andhra Pradesh,28,538.51,785.8,811.71,22.71,2158.73,2019-01-01,1900-01-01,State
659,01-01-2019,Arunachal Pradesh,12,14.39,19.44,4.37,0.04,38.239999999999995,2019-01-01,1900-01-01,State
660,01-01-2019,Assam,18,206.59,318.59,214.71,47.01,786.9,2019-01-01,1900-01-01,State
661,01-01-2019,Bihar,10,253.9,453.13,137.64,194.78,1039.45,2019-01-01,1900-01-01,State
662,01-01-2019,Cbic,98,0.0,0.0,44.9,0.0,44.9,2019-01-01,1900-01-01,State
663,01-01-2019,Chandigarh,4,31.08,50.15,76.46,1.35,159.04,2019-01-01,1900-01-01,Union Territory
664,01-01-2019,Chhattisgarh,22,347.93,453.89,702.93,559.34,2064.09,2019-01-01,1900-01-01,State
665,01-01-2019,Delhi,7,693.59,945.91,1782.94,102.72,3525.16,2019-01-01,1900-01-01,Union Territory
666,01-01-2019,Goa,30,99.47,150.8,140.79,2.75,393.81,2019-01-01,1900-01-01,State
667,01-01-2019,Gujarat,24,1722.12,2227.25,1932.56,302.92,6184.85,2019-01-01,1900-01-01,State
668,01-01-2019,Haryana,6,728.94,1065.15,2679.34,341.3,4814.7300000000005,2019-01-01,1900-01-01,State
669,01-01-2019,Himachal Pradesh,2,88.48,145.29,410.31,2.67,646.7499999999999,2019-01-01,1900-01-01,State
670,01-01-2019,Jammu And Kashmir,1,94.44,160.06,75.29,1.41,331.20000000000005,2019-01-01,1900-01-01,Union Territory
671,01-01-2019,Jharkhand,20,319.85,447.26,755.72,441.95,1964.78,2019-01-01,1900-01-01,State
672,01-01-2019,Karnataka,29,1619.03,2193.54,2546.57,970.16,7329.299999999999,2019-01-01,1900-01-01,State
673,01-01-2019,Kerala,32,474.91,821.39,275.22,12.83,1584.35,2019-01-01,1900-01-01,State
674,01-01-2019,Lakshadweep,31,0.44,0.6,0.04,0.0,1.08,2019-01-01,1900-01-01,Union Territory
675,01-01-2019,Madhya Pradesh,23,548.05,756.42,656.76,452.89,2414.12,2019-01-01,1900-01-01,State
676,01-01-2019,Maharashtra,27,3850.33,4837.32,5491.97,971.06,15150.679999999998,2019-01-01,1900-01-01,State
677,01-01-2019,Manipur,14,8.53,13.54,1.51,0.13,23.71,2019-01-01,1900-01-01,State
678,01-01-2019,Meghalaya,17,16.61,23.74,62.76,0.81,103.91999999999999,2019-01-01,1900-01-01,State
679,01-01-2019,Mizoram,15,7.1,11.91,7.26,0.14,26.409999999999997,2019-01-01,1900-01-01,State
680,01-01-2019,Nagaland,13,4.86,6.93,4.74,0.9,17.43,2019-01-01,1900-01-01,State
681,01-01-2019,Odisha,21,448.85,596.19,821.84,471.15,2338.03,2019-01-01,1900-01-01,State
682,01-01-2019,Other Territory,97,27.1,34.79,131.9,0.0,193.79000000000002,2019-01-01,1900-01-01,State
683,01-01-2019,Puducherry,34,20.72,35.54,101.43,1.28,158.97,2019-01-01,1900-01-01,Union Territory
684,01-01-2019,Punjab,3,296.89,529.1,374.68,15.36,1216.03,2019-01-01,1900-01-01,State
685,01-01-2019,Rajasthan,8,709.63,1036.73,898.3,131.28,2775.94,2019-01-01,1900-01-01,State
686,01-01-2019,Sikkim,11,8.59,14.55,151.94,0.44,175.51999999999998,2019-01-01,1900-01-01,State
687,01-01-2019,Tamil Nadu,33,1479.07,2178.52,1917.79,625.92,6201.3,2019-01-01,1900-01-01,State
688,01-01-2019,Telangana,36,711.7,992.46,886.05,604.74,3194.95,2019-01-01,1900-01-01,State
689,01-01-2019,The Dadra And Nagar Haveli And Daman And Diu,38,27.79,44.22,201.29,0.41,273.71,2019-01-01,1900-01-01,State
690,01-01-2019,Tripura,16,18.73,26.75,6.45,0.23,52.160000000000004,2019-01-01,1900-01-01,State
691,01-01-2019,Uttar Pradesh,9,1159.57,1864.76,1336.79,1123.98,5485.1,2019-01-01,1900-01-01,State
692,01-01-2019,Uttarakhand,5,175.9,303.33,652.76,13.63,1145.6200000000001,2019-01-01,1900-01-01,State
693,01-01-2019,West Bengal,19,996.6,1262.49,866.97,369.3,3495.3600000000006,2019-01-01,1900-01-01,State
694,01-02-2019,Andaman And Nicobar Islands,35,9.29,13.27,2.06,0.15,24.769999999999996,2019-01-01,1900-02-01,Union Territory
695,01-02-2019,Andhra Pradesh,28,536.88,740.28,795.66,15.56,2088.3799999999997,2019-01-01,1900-02-01,State
696,01-02-2019,Arunachal Pradesh,12,11.85,15.83,4.09,0.19,31.96,2019-01-01,1900-02-01,State
697,01-02-2019,Assam,18,221.52,311.03,170.13,33.63,736.31,2019-01-01,1900-02-01,State
698,01-02-2019,Bihar,10,244.27,433.15,113.4,170.2,961.02,2019-01-01,1900-02-01,State
699,01-02-2019,Cbic,98,0.0,0.0,46.73,0.0,46.73,2019-01-01,1900-02-01,State
700,01-02-2019,Chandigarh,4,27.91,41.39,76.98,0.32,146.6,2019-01-01,1900-02-01,Union Territory
701,01-02-2019,Chhattisgarh,22,405.9,514.55,648.95,498.23,2067.63,2019-01-01,1900-02-01,State
702,01-02-2019,Delhi,7,712.48,918.21,1704.35,87.15,3422.19,2019-01-01,1900-02-01,Union Territory
703,01-02-2019,Goa,30,90.55,140.52,167.16,2.51,400.74,2019-01-01,1900-02-01,State
704,01-02-2019,Gujarat,24,1729.6,2256.59,2108.14,412.69,6507.0199999999995,2019-01-01,1900-02-01,State
705,01-02-2019,Haryana,6,694.39,1063.15,2819.9,295.48,4872.92,2019-01-01,1900-02-01,State
706,01-02-2019,Himachal Pradesh,2,89.32,131.21,388.59,0.87,609.99,2019-01-01,1900-02-01,State
707,01-02-2019,Jammu And Kashmir,1,97.02,139.24,67.29,1.95,305.5,2019-01-01,1900-02-01,Union Territory
708,01-02-2019,Jharkhand,20,325.71,432.22,877.14,485.84,2120.9100000000003,2019-01-01,1900-02-01,State
709,01-02-2019,Karnataka,29,1513.0,2058.35,2133.29,748.64,6453.28,2019-01-01,1900-02-01,State
710,01-02-2019,Kerala,32,447.04,717.8,244.58,6.59,1416.0099999999998,2019-01-01,1900-02-01,State
711,01-02-2019,Lakshadweep,31,0.92,1.72,0.05,0.0,2.69,2019-01-01,1900-02-01,Union Territory
712,01-02-2019,Madhya Pradesh,23,541.87,734.57,588.15,426.81,2291.4,2019-01-01,1900-02-01,State
713,01-02-2019,Maharashtra,27,3762.15,4750.96,4514.56,1064.1,14091.770000000002,2019-01-01,1900-02-01,State
714,01-02-2019,Manipur,14,6.75,12.59,1.68,0.09,21.11,2019-01-01,1900-02-01,State
715,01-02-2019,Meghalaya,17,18.3,23.92,85.71,0.95,128.88,2019-01-01,1900-02-01,State
716,01-02-2019,Mizoram,15,6.22,10.45,5.46,0.0,22.13,2019-01-01,1900-02-01,State
717,01-02-2019,Nagaland,13,5.1,8.18,4.21,2.16,19.65,2019-01-01,1900-02-01,State
718,01-02-2019,Odisha,21,526.18,672.99,725.24,449.63,2374.04,2019-01-01,1900-02-01,State
719,01-02-2019,Other Territory,97,13.56,19.84,108.0,0.0,141.4,2019-01-01,1900-02-01,State
720,01-02-2019,Puducherry,34,19.39,32.48,123.27,0.16,175.29999999999998,2019-01-01,1900-02-01,Union Territory
721,01-02-2019,Punjab,3,267.7,453.2,370.14,9.01,1100.05,2019-01-01,1900-02-01,State
722,01-02-2019,Rajasthan,8,693.05,986.86,875.79,120.23,2675.93,2019-01-01,1900-02-01,State
723,01-02-2019,Sikkim,11,8.97,13.98,121.92,0.02,144.89000000000001,2019-01-01,1900-02-01,State
724,01-02-2019,Tamil Nadu,33,1509.93,2115.93,1797.3,551.05,5974.21,2019-01-01,1900-02-01,State
725,01-02-2019,Telangana,36,786.13,1040.23,934.48,699.09,3459.9300000000003,2019-01-01,1900-02-01,State
726,01-02-2019,The Dadra And Nagar Haveli And Daman And Diu,38,27.37,37.42,166.22,0.07,231.07999999999998,2019-01-01,1900-02-01,State
727,01-02-2019,Tripura,16,16.67,23.58,5.65,0.21,46.11,2019-01-01,1900-02-01,State
728,01-02-2019,Uttar Pradesh,9,1064.12,1672.16,1299.44,1076.61,5112.33,2019-01-01,1900-02-01,State
729,01-02-2019,Uttarakhand,5,187.99,333.92,691.58,23.87,1237.3600000000001,2019-01-01,1900-02-01,State
730,01-02-2019,West Bengal,19,1006.3,1320.63,781.03,381.73,3489.69,2019-01-01,1900-02-01,State
731,01-03-2019,Andaman And Nicobar Islands,35,9.65,15.33,2.58,0.08,27.64,2019-01-01,1900-03-01,Union Territory
732,01-03-2019,Andhra Pradesh,28,671.84,912.22,987.55,17.72,2589.3299999999995,2019-01-01,1900-03-01,State
733,01-03-2019,Arunachal Pradesh,12,33.09,42.1,9.91,0.24,85.33999999999999,2019-01-01,1900-03-01,State
734,01-03-2019,Assam,18,277.75,407.62,228.19,42.16,955.7199999999999,2019-01-01,1900-03-01,State
735,01-03-2019,Bihar,10,325.71,551.15,125.81,174.32,1176.9899999999998,2019-01-01,1900-03-01,State
736,01-03-2019,Cbic,98,0.0,0.0,73.86,0.0,73.86,2019-01-01,1900-03-01,State
737,01-03-2019,Chandigarh,4,32.95,44.79,84.06,0.19,161.99,2019-01-01,1900-03-01,Union Territory
738,01-03-2019,Chhattisgarh,22,416.76,526.23,563.09,636.92,2143.0,2019-01-01,1900-03-01,State
739,01-03-2019,Delhi,7,796.37,1020.89,1812.43,92.73,3722.42,2019-01-01,1900-03-01,Union Territory
740,01-03-2019,Goa,30,103.81,148.93,134.44,2.0,389.18,2019-01-01,1900-03-01,State
741,01-03-2019,Gujarat,24,1824.12,2446.07,1972.83,278.09,6521.110000000001,2019-01-01,1900-03-01,State
742,01-03-2019,Haryana,6,758.85,1130.39,2363.2,308.61,4561.05,2019-01-01,1900-03-01,State
