GST Id,Date,State Name,State Code,CGST,SGST,IGST,CESS,Total_GST,Year,Month,Region_type
1810,01-07-2021,Other Territory,97,7.97,9.08,123.5,0.0,140.55,2021-01-01,1900-07-01,State
1811,01-07-2021,Puducherry,34,18.97,32.89,76.67,0.08,128.61,2021-01-01,1900-07-01,Union Territory
1812,01-07-2021,Punjab,3,398.27,597.68,516.73,20.35,1533.0299999999997,2021-01-01,1900-07-01,State
1813,01-07-2021,Rajasthan,8,858.43,1144.63,1006.67,119.06,3128.79,2021-01-01,1900-07-01,State
1814,01-07-2021,Sikkim,11,15.64,23.67,158.0,0.02,197.33,2021-01-01,1900-07-01,State
1815,01-07-2021,Tamil Nadu,33,1722.26,2257.01,1764.38,558.47,6302.120000000001,2021-01-01,1900-07-01,State
1816,01-07-2021,Telangana,36,855.69,1151.57,1101.58,500.72,3609.5600000000004,2021-01-01,1900-07-01,State
1817,01-07-2021,The Dadra And Nagar Haveli And Daman And Diu,38,33.22,42.52,151.57,0.04,227.35,2021-01-01,1900-07-01,State
1818,01-07-2021,Tripura,16,24.54,32.68,7.58,0.43,65.23,2021-01-01,1900-07-01,State
1819,01-07-2021,Uttar Pradesh,9,1414.22,2030.79,1565.3,1000.33,6010.64,2021-01-01,1900-07-01,State
1820,01-07-2021,Uttarakhand,5,226.84,313.22,558.27,7.3,1105.6299999999999,2021-01-01,1900-07-01,State
1821,01-07-2021,West Bengal,19,1061.18,1346.36,924.37,130.77,3462.68,2021-01-01,1900-07-01,State
1822,01-08-2021,Andaman And Nicobar Islands,35,7.7,10.52,1.57,0.04,19.83,2021-01-01,1900-08-01,Union Territory
1823,01-08-2021,Andhra Pradesh,28,626.61,867.83,956.48,140.57,2591.4900000000002,2021-01-01,1900-08-01,State
1824,01-08-2021,Arunachal Pradesh,12,19.6,23.72,9.81,0.22,53.35,2021-01-01,1900-08-01,State
1825,01-08-2021,Assam,18,273.32,338.02,315.81,31.63,958.7799999999999,2021-01-01,1900-08-01,State
1826,01-08-2021,Bihar,10,287.83,478.67,144.73,125.72,1036.95,2021-01-01,1900-08-01,State
1827,01-08-2021,Cbic,98,0.0,0.0,213.82,0.0,213.82,2021-01-01,1900-08-01,State
1828,01-08-2021,Chandigarh,4,27.83,38.4,77.52,0.41,144.16,2021-01-01,1900-08-01,Union Territory
1829,01-08-2021,Chhattisgarh,22,455.56,536.63,812.9,585.41,2390.5,2021-01-01,1900-08-01,State
1830,01-08-2021,Delhi,7,721.39,876.01,1926.19,81.89,3605.48,2021-01-01,1900-08-01,Union Territory
1831,01-08-2021,Goa,30,63.28,92.37,128.26,1.11,285.02,2021-01-01,1900-08-01,State
1832,01-08-2021,Gujarat,24,2000.89,2499.95,2507.44,547.96,7556.240000000001,2021-01-01,1900-08-01,State
1833,01-08-2021,Haryana,6,941.23,1287.06,2902.08,487.29,5617.66,2021-01-01,1900-08-01,State
1834,01-08-2021,Himachal Pradesh,2,115.23,173.99,414.16,0.79,704.1700000000001,2021-01-01,1900-08-01,State
1835,01-08-2021,Jammu And Kashmir,1,102.62,154.29,126.34,8.57,391.82,2021-01-01,1900-08-01,Union Territory
1836,01-08-2021,Jharkhand,20,377.7,492.92,911.71,384.14,2166.47,2021-01-01,1900-08-01,State
1837,01-08-2021,Karnataka,29,1789.71,2284.47,2551.26,804.02,7429.460000000001,2021-01-01,1900-08-01,State
1838,01-08-2021,Kerala,32,494.29,710.69,404.19,2.76,1611.93,2021-01-01,1900-08-01,State
1839,01-08-2021,Ladakh,37,4.73,6.05,3.57,0.0,14.350000000000001,2021-01-01,1900-08-01,Union Territory
1840,01-08-2021,Lakshadweep,31,0.6,0.65,0.06,0.0,1.31,2021-01-01,1900-08-01,Union Territory
1841,01-08-2021,Madhya Pradesh,23,578.87,767.31,630.01,461.87,2438.06,2021-01-01,1900-08-01,State
1842,01-08-2021,Maharashtra,27,4114.79,5068.31,4974.45,1017.09,15174.64,2021-01-01,1900-08-01,State
1843,01-08-2021,Manipur,14,15.84,23.2,5.43,0.04,44.51,2021-01-01,1900-08-01,State
1844,01-08-2021,Meghalaya,17,22.64,27.6,66.95,2.17,119.36,2021-01-01,1900-08-01,State
1845,01-08-2021,Mizoram,15,5.89,8.05,1.97,0.03,15.940000000000001,2021-01-01,1900-08-01,State
1846,01-08-2021,Nagaland,13,11.31,14.71,5.39,0.43,31.840000000000003,2021-01-01,1900-08-01,State
1847,01-08-2021,Odisha,21,792.93,956.47,948.21,618.94,3316.55,2021-01-01,1900-08-01,State
1848,01-08-2021,Other Territory,97,5.88,6.57,96.05,0.0,108.5,2021-01-01,1900-08-01,State
1849,01-08-2021,Puducherry,34,17.49,30.93,107.5,0.45,156.37,2021-01-01,1900-08-01,Union Territory
1850,01-08-2021,Punjab,3,363.17,529.76,502.94,18.27,1414.14,2021-01-01,1900-08-01,State
1851,01-08-2021,Rajasthan,8,797.71,1029.31,1057.05,164.45,3048.5199999999995,2021-01-01,1900-08-01,State
1852,01-08-2021,Sikkim,11,12.57,16.23,190.26,0.03,219.09,2021-01-01,1900-08-01,State
1853,01-08-2021,Tamil Nadu,33,1857.14,2460.3,2048.17,694.32,7059.93,2021-01-01,1900-08-01,State
1854,01-08-2021,Telangana,36,855.52,1123.09,1041.72,505.2,3525.5299999999997,2021-01-01,1900-08-01,State
1855,01-08-2021,The Dadra And Nagar Haveli And Daman And Diu,38,29.39,40.36,184.69,0.1,254.54,2021-01-01,1900-08-01,State
1856,01-08-2021,Tripura,16,21.14,27.65,6.96,0.16,55.91,2021-01-01,1900-08-01,State
1857,01-08-2021,Uttar Pradesh,9,1377.19,1903.54,1621.48,1043.91,5946.12,2021-01-01,1900-08-01,State
1858,01-08-2021,Uttarakhand,5,213.29,303.17,566.18,6.84,1089.4799999999998,2021-01-01,1900-08-01,State
1859,01-08-2021,West Bengal,19,1118.61,1396.35,900.12,263.38,3678.46,2021-01-01,1900-08-01,State
1860,01-09-2021,Andaman And Nicobar Islands,35,6.56,10.91,2.11,0.02,19.599999999999998,2021-01-01,1900-09-01,Union Territory
1861,01-09-2021,Andhra Pradesh,28,619.09,849.06,943.15,183.22,2594.52,2021-01-01,1900-09-01,State
1862,01-09-2021,Arunachal Pradesh,12,18.71,25.35,11.15,0.06,55.27,2021-01-01,1900-09-01,State
1863,01-09-2021,Assam,18,267.6,346.91,321.57,31.84,967.92,2021-01-01,1900-09-01,State
1864,01-09-2021,Bihar,10,222.85,365.45,126.89,160.36,875.55,2021-01-01,1900-09-01,State
1865,01-09-2021,Cbic,98,0.0,0.0,191.34,0.0,191.34,2021-01-01,1900-09-01,State
1866,01-09-2021,Chandigarh,4,28.35,39.18,84.08,0.72,152.33,2021-01-01,1900-09-01,Union Territory
1867,01-09-2021,Chhattisgarh,22,464.56,550.16,756.63,461.58,2232.93,2021-01-01,1900-09-01,State
1868,01-09-2021,Delhi,7,695.21,849.5,1972.24,87.77,3604.72,2021-01-01,1900-09-01,Union Territory
1869,01-09-2021,Goa,30,71.35,100.25,145.64,1.36,318.6,2021-01-01,1900-09-01,State
1870,01-09-2021,Gujarat,24,2044.98,2491.3,2732.34,511.33,7779.950000000001,2021-01-01,1900-09-01,State
1871,01-09-2021,Haryana,6,896.25,1197.52,3078.68,404.64,5577.09,2021-01-01,1900-09-01,State
1872,01-09-2021,Himachal Pradesh,2,108.43,157.13,413.32,1.04,679.92,2021-01-01,1900-09-01,State
1873,01-09-2021,Jammu And Kashmir,1,106.98,162.33,101.08,6.79,377.18,2021-01-01,1900-09-01,Union Territory
1874,01-09-2021,Jharkhand,20,349.19,434.86,1009.52,404.67,2198.24,2021-01-01,1900-09-01,State
1875,01-09-2021,Karnataka,29,1798.44,2312.33,2712.04,959.89,7782.700000000001,2021-01-01,1900-09-01,State
1876,01-09-2021,Kerala,32,574.56,846.11,339.65,3.65,1763.9700000000003,2021-01-01,1900-09-01,State
1877,01-09-2021,Ladakh,37,5.2,6.81,3.21,0.01,15.229999999999999,2021-01-01,1900-09-01,Union Territory
1878,01-09-2021,Lakshadweep,31,0.16,0.16,0.02,0.0,0.34,2021-01-01,1900-09-01,Union Territory
1879,01-09-2021,Madhya Pradesh,23,508.41,682.6,678.57,459.53,2329.1099999999997,2021-01-01,1900-09-01,State
1880,01-09-2021,Maharashtra,27,4382.97,5397.04,5690.15,1114.04,16584.2,2021-01-01,1900-09-01,State
1881,01-09-2021,Manipur,14,11.86,17.52,3.32,0.12,32.81999999999999,2021-01-01,1900-09-01,State
1882,01-09-2021,Meghalaya,17,22.62,29.24,67.53,0.14,119.53,2021-01-01,1900-09-01,State
1883,01-09-2021,Mizoram,15,7.5,10.91,1.11,0.05,19.57,2021-01-01,1900-09-01,State
1884,01-09-2021,Nagaland,13,9.98,13.37,6.65,0.48,30.48,2021-01-01,1900-09-01,State
1885,01-09-2021,Odisha,21,772.93,929.68,996.48,626.85,3325.94,2021-01-01,1900-09-01,State
1886,01-09-2021,Other Territory,97,8.28,9.41,114.55,0.0,132.24,2021-01-01,1900-09-01,State
1887,01-09-2021,Puducherry,34,18.68,31.37,109.62,0.45,160.12,2021-01-01,1900-09-01,Union Territory
1888,01-09-2021,Punjab,3,338.76,518.5,526.24,18.66,1402.16,2021-01-01,1900-09-01,State
1889,01-09-2021,Rajasthan,8,739.56,987.22,1070.89,161.09,2958.76,2021-01-01,1900-09-01,State
1890,01-09-2021,Sikkim,11,14.99,20.07,224.97,0.01,260.03999999999996,2021-01-01,1900-09-01,State
1891,01-09-2021,Tamil Nadu,33,1903.14,2604.47,2568.17,765.85,7841.63,2021-01-01,1900-09-01,State
1892,01-09-2021,Telangana,36,876.99,1170.34,967.76,478.48,3493.57,2021-01-01,1900-09-01,State
1893,01-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,35.69,46.31,221.76,0.15,303.90999999999997,2021-01-01,1900-09-01,State
1894,01-09-2021,Tripura,16,18.44,25.89,5.64,0.16,50.129999999999995,2021-01-01,1900-09-01,State
1895,01-09-2021,Uttar Pradesh,9,1290.71,1826.51,1524.47,1050.09,5691.780000000001,2021-01-01,1900-09-01,State
1896,01-09-2021,Uttarakhand,5,211.78,288.42,626.13,4.33,1130.6599999999999,2021-01-01,1900-09-01,State
1897,01-09-2021,West Bengal,19,1126.13,1412.85,1007.64,231.67,3778.29,2021-01-01,1900-09-01,State
1898,01-10-2021,Andaman And Nicobar Islands,35,6.87,11.69,7.31,0.0,25.869999999999997,2021-01-01,1900-10-01,Union Territory
1899,01-10-2021,Andhra Pradesh,28,742.39,983.57,957.26,195.78,2879.0000000000005,2021-01-01,1900-10-01,State
1900,01-10-2021,Arunachal Pradesh,12,16.12,23.25,6.95,0.21,46.53000000000001,2021-01-01,1900-10-01,State
1901,01-10-2021,Assam,18,496.23,590.72,304.34,33.98,1425.27,2021-01-01,1900-10-01,State
1902,01-10-2021,Bihar,10,444.22,620.4,138.59,147.89,1351.1,2021-01-01,1900-10-01,State
1903,01-10-2021,Cbic,98,0.0,0.0,189.14,0.0,189.14,2021-01-01,1900-10-01,State
1904,01-10-2021,Chandigarh,4,28.46,38.62,89.38,1.34,157.79999999999998,2021-01-01,1900-10-01,Union Territory
1905,01-10-2021,Chhattisgarh,22,519.05,600.91,808.93,463.56,2392.45,2021-01-01,1900-10-01,State
1906,01-10-2021,Delhi,7,835.68,1012.64,2106.29,90.17,4044.7799999999997,2021-01-01,1900-10-01,Union Territory
1907,01-10-2021,Goa,30,80.46,109.14,125.53,2.31,317.44,2021-01-01,1900-10-01,State
1908,01-10-2021,Gujarat,24,2265.19,2773.34,2951.96,506.39,8496.880000000001,2021-01-01,1900-10-01,State
1909,01-10-2021,Haryana,6,954.53,1229.02,3102.35,319.61,5605.509999999999,2021-01-01,1900-10-01,State
1910,01-10-2021,Himachal Pradesh,2,110.72,159.76,417.79,1.16,689.43,2021-01-01,1900-10-01,State
1911,01-10-2021,Jammu And Kashmir,1,240.44,298.35,104.66,4.89,648.3399999999999,2021-01-01,1900-10-01,Union Territory
1912,01-10-2021,Jharkhand,20,450.28,511.68,998.42,409.18,2369.56,2021-01-01,1900-10-01,State
1913,01-10-2021,Karnataka,29,1890.91,2449.91,3041.36,876.67,8258.85,2021-01-01,1900-10-01,State
1914,01-10-2021,Kerala,32,631.31,916.14,375.35,8.91,1931.7099999999998,2021-01-01,1900-10-01,State
1915,01-10-2021,Ladakh,37,6.55,9.15,3.5,0.0,19.2,2021-01-01,1900-10-01,Union Territory
1916,01-10-2021,Lakshadweep,31,0.98,1.0,0.09,0.0,2.07,2021-01-01,1900-10-01,Union Territory
1917,01-10-2021,Madhya Pradesh,23,654.01,817.46,714.88,479.27,2665.62,2021-01-01,1900-10-01,State
1918,01-10-2021,Maharashtra,27,4981.68,6058.63,7298.97,1015.63,19354.910000000003,2021-01-01,1900-10-01,State
1919,01-10-2021,Manipur,14,27.23,32.93,4.02,0.06,64.24,2021-01-01,1900-10-01,State
1920,01-10-2021,Meghalaya,17,23.58,27.08,89.3,0.24,140.2,2021-01-01,1900-10-01,State
1921,01-10-2021,Mizoram,15,12.52,15.97,3.31,0.04,31.84,2021-01-01,1900-10-01,State
1922,01-10-2021,Nagaland,13,13.55,17.09,6.23,1.47,38.34,2021-01-01,1900-10-01,State
1923,01-10-2021,Odisha,21,907.29,1053.48,1005.5,627.07,3593.34,2021-01-01,1900-10-01,State
1924,01-10-2021,Other Territory,97,9.65,10.38,117.12,0.0,137.15,2021-01-01,1900-10-01,State
1925,01-10-2021,Puducherry,34,19.34,33.95,98.06,0.46,151.81000000000003,2021-01-01,1900-10-01,Union Territory
1926,01-10-2021,Punjab,3,410.27,606.44,560.87,17.86,1595.4399999999998,2021-01-01,1900-10-01,State
1927,01-10-2021,Rajasthan,8,925.53,1212.64,1128.78,155.94,3422.89,2021-01-01,1900-10-01,State
1928,01-10-2021,Sikkim,11,15.81,24.3,217.19,0.04,257.34000000000003,2021-01-01,1900-10-01,State
1929,01-10-2021,Tamil Nadu,33,2011.24,2690.51,2376.95,563.68,7642.38,2021-01-01,1900-10-01,State
1930,01-10-2021,Telangana,36,928.02,1277.77,1141.98,506.35,3854.12,2021-01-01,1900-10-01,State
1931,01-10-2021,The Dadra And Nagar Haveli And Daman And Diu,38,33.54,48.49,186.57,0.07,268.67,2021-01-01,1900-10-01,State
1932,01-10-2021,Tripura,16,25.77,33.54,7.49,0.11,66.91,2021-01-01,1900-10-01,State
1933,01-10-2021,Uttar Pradesh,9,1574.74,2114.9,2000.73,1084.31,6774.68,2021-01-01,1900-10-01,State
1934,01-10-2021,Uttarakhand,5,222.92,355.77,678.11,2.53,1259.33,2021-01-01,1900-10-01,State
1935,01-10-2021,West Bengal,19,1344.22,1650.42,997.07,267.69,4259.400000000001,2021-01-01,1900-10-01,State
1936,01-11-2021,Andaman And Nicobar Islands,35,7.41,9.79,6.97,0.02,24.189999999999998,2021-01-01,1900-11-01,Union Territory
1937,01-11-2021,Andhra Pradesh,28,639.46,899.5,999.74,210.93,2749.6299999999997,2021-01-01,1900-11-01,State
1938,01-11-2021,Arunachal Pradesh,12,13.12,17.59,9.53,0.04,40.28,2021-01-01,1900-11-01,State
1939,01-11-2021,Assam,18,283.65,373.69,300.15,34.04,991.5299999999999,2021-01-01,1900-11-01,State
1940,01-11-2021,Bihar,10,284.03,481.25,113.19,151.47,1029.94,2021-01-01,1900-11-01,State
1941,01-11-2021,Cbic,98,0.0,0.0,179.51,0.0,179.51,2021-01-01,1900-11-01,State
1942,01-11-2021,Chandigarh,4,35.87,48.94,92.55,2.3,179.66000000000003,2021-01-01,1900-11-01,Union Territory
1943,01-11-2021,Chhattisgarh,22,503.34,595.44,790.14,565.23,2454.15,2021-01-01,1900-11-01,State
1944,01-11-2021,Delhi,7,877.51,1087.95,2323.12,98.33,4386.91,2021-01-01,1900-11-01,Union Territory
1945,01-11-2021,Goa,30,99.03,138.31,278.54,2.14,518.02,2021-01-01,1900-11-01,State
1946,01-11-2021,Gujarat,24,2657.94,3207.78,3078.37,624.89,9568.98,2021-01-01,1900-11-01,State
1947,01-11-2021,Haryana,6,999.8,1377.16,3197.72,440.86,6015.54,2021-01-01,1900-11-01,State
1948,01-11-2021,Himachal Pradesh,2,123.57,188.6,446.86,2.91,761.9399999999999,2021-01-01,1900-11-01,State
1949,01-11-2021,Jammu And Kashmir,1,110.59,161.09,107.35,3.79,382.82,2021-01-01,1900-11-01,Union Territory
1950,01-11-2021,Jharkhand,20,395.37,520.59,996.77,424.19,2336.92,2021-01-01,1900-11-01,State
1951,01-11-2021,Karnataka,29,2044.08,2632.66,3400.37,970.97,9048.08,2021-01-01,1900-11-01,State
1952,01-11-2021,Kerala,32,651.16,894.51,573.13,9.92,2128.7200000000003,2021-01-01,1900-11-01,State
1953,01-11-2021,Ladakh,37,4.63,5.9,2.83,0.05,13.410000000000002,2021-01-01,1900-11-01,Union Territory
1954,01-11-2021,Lakshadweep,31,1.04,1.08,0.14,0.0,2.2600000000000002,2021-01-01,1900-11-01,Union Territory
1955,01-11-2021,Madhya Pradesh,23,638.56,852.95,753.4,562.89,2807.7999999999997,2021-01-01,1900-11-01,State
1956,01-11-2021,Maharashtra,27,5089.14,6157.54,6108.24,1301.34,18656.26,2021-01-01,1900-11-01,State
1957,01-11-2021,Manipur,14,12.13,17.94,5.33,0.1,35.5,2021-01-01,1900-11-01,State
1958,01-11-2021,Meghalaya,17,27.05,35.63,89.21,0.31,152.2,2021-01-01,1900-11-01,State
1959,01-11-2021,Mizoram,15,8.9,12.03,2.05,0.02,23.0,2021-01-01,1900-11-01,State
1960,01-11-2021,Nagaland,13,10.01,13.25,6.4,0.58,30.239999999999995,2021-01-01,1900-11-01,State
1961,01-11-2021,Odisha,21,1001.08,1157.69,1223.24,753.77,4135.780000000001,2021-01-01,1900-11-01,State
1962,01-11-2021,Other Territory,97,3.44,3.4,88.35,0.0,95.19,2021-01-01,1900-11-01,State
1963,01-11-2021,Puducherry,34,18.43,30.2,123.11,0.51,172.25,2021-01-01,1900-11-01,Union Territory
1964,01-11-2021,Punjab,3,463.04,704.95,655.52,21.71,1845.22,2021-01-01,1900-11-01,State
1965,01-11-2021,Rajasthan,8,992.4,1312.62,1208.9,184.51,3698.4300000000003,2021-01-01,1900-11-01,State
1966,01-11-2021,Sikkim,11,13.36,18.65,175.21,0.1,207.32,2021-01-01,1900-11-01,State
1967,01-11-2021,Tamil Nadu,33,1958.49,2708.36,2573.63,554.48,7794.960000000001,2021-01-01,1900-11-01,State
1968,01-11-2021,Telangana,36,952.04,1310.37,1119.0,549.73,3931.14,2021-01-01,1900-11-01,State
1969,01-11-2021,The Dadra And Nagar Haveli And Daman And Diu,38,33.57,47.17,189.22,0.33,270.29,2021-01-01,1900-11-01,State
1970,01-11-2021,Tripura,16,20.62,28.96,7.9,0.2,57.68,2021-01-01,1900-11-01,State
1971,01-11-2021,Uttar Pradesh,9,1507.6,2157.92,1803.14,1167.49,6636.15,2021-01-01,1900-11-01,State
1972,01-11-2021,Uttarakhand,5,233.41,356.99,665.76,7.11,1263.2699999999998,2021-01-01,1900-11-01,State
1973,01-11-2021,West Bengal,19,1263.58,1558.69,954.87,305.6,4082.74,2021-01-01,1900-11-01,State
1974,01-12-2021,Andaman And Nicobar Islands,35,10.22,12.93,2.7,0.02,25.869999999999997,2021-01-01,1900-12-01,Union Territory
1975,01-12-2021,Andhra Pradesh,28,602.0,805.07,937.39,187.94,2532.4,2021-01-01,1900-12-01,State
1976,01-12-2021,Arunachal Pradesh,12,17.72,25.16,9.74,0.11,52.73,2021-01-01,1900-12-01,State
1977,01-12-2021,Assam,18,289.08,377.66,315.23,32.66,1014.63,2021-01-01,1900-12-01,State
1978,01-12-2021,Bihar,10,258.35,441.66,113.76,149.17,962.9399999999999,2021-01-01,1900-12-01,State
1979,01-12-2021,Cbic,98,0.0,0.0,186.34,0.0,186.34,2021-01-01,1900-12-01,State
1980,01-12-2021,Chandigarh,4,32.09,47.47,83.8,0.7,164.06,2021-01-01,1900-12-01,Union Territory
1981,01-12-2021,Chhattisgarh,22,484.46,571.31,929.0,596.85,2581.62,2021-01-01,1900-12-01,State
1982,01-12-2021,Delhi,7,741.01,924.64,2002.74,85.4,3753.7900000000004,2021-01-01,1900-12-01,Union Territory
1983,01-12-2021,Goa,30,103.64,143.73,342.52,1.91,591.8,2021-01-01,1900-12-01,State
1984,01-12-2021,Gujarat,24,2144.51,2551.92,2165.31,474.18,7335.92,2021-01-01,1900-12-01,State
1985,01-12-2021,Haryana,6,946.75,1298.19,3201.61,426.65,5873.2,2021-01-01,1900-12-01,State
1986,01-12-2021,Himachal Pradesh,2,138.91,192.97,328.79,1.51,662.1800000000001,2021-01-01,1900-12-01,State
1987,01-12-2021,Jammu And Kashmir,1,95.92,143.84,78.84,1.4,320.0,2021-01-01,1900-12-01,Union Territory
1988,01-12-2021,Jharkhand,20,391.03,494.71,877.75,442.74,2206.23,2021-01-01,1900-12-01,State
1989,01-12-2021,Karnataka,29,1895.64,2409.75,3029.08,1000.41,8334.880000000001,2021-01-01,1900-12-01,State
1990,01-12-2021,Kerala,32,643.12,870.43,376.12,5.7,1895.3700000000001,2021-01-01,1900-12-01,State
1991,01-12-2021,Ladakh,37,5.81,7.32,2.03,0.07,15.229999999999999,2021-01-01,1900-12-01,Union Territory
1992,01-12-2021,Lakshadweep,31,0.69,0.66,0.08,0.0,1.4300000000000002,2021-01-01,1900-12-01,Union Territory
1993,01-12-2021,Madhya Pradesh,23,592.69,748.86,644.47,546.86,2532.88,2021-01-01,1900-12-01,State
1994,01-12-2021,Maharashtra,27,5516.25,6469.5,6259.66,1346.13,19591.54,2021-01-01,1900-12-01,State
1995,01-12-2021,Manipur,14,17.84,25.02,4.7,0.3,47.86,2021-01-01,1900-12-01,State
1996,01-12-2021,Meghalaya,17,21.86,27.12,99.16,0.49,148.63,2021-01-01,1900-12-01,State
1997,01-12-2021,Mizoram,15,7.42,10.24,1.91,0.03,19.6,2021-01-01,1900-12-01,State
1998,01-12-2021,Nagaland,13,11.39,14.87,5.57,1.87,33.699999999999996,2021-01-01,1900-12-01,State
1999,01-12-2021,Odisha,21,973.79,1118.65,1267.63,720.07,4080.1400000000003,2021-01-01,1900-12-01,State
2000,01-12-2021,Other Territory,97,7.99,11.18,120.53,0.0,139.7,2021-01-01,1900-12-01,State
2001,01-12-2021,Puducherry,34,18.9,30.24,97.19,0.64,146.96999999999997,2021-01-01,1900-12-01,Union Territory
2002,01-12-2021,Punjab,3,381.23,563.43,616.46,11.4,1572.52,2021-01-01,1900-12-01,State
2003,01-12-2021,Rajasthan,8,812.64,1072.85,987.82,184.2,3057.5099999999998,2021-01-01,1900-12-01,State
2004,01-12-2021,Sikkim,11,23.6,21.67,203.63,0.05,248.95000000000002,2021-01-01,1900-12-01,State
2005,01-12-2021,Tamil Nadu,33,1712.3,2229.32,2083.51,610.2,6635.33,2021-01-01,1900-12-01,State
2006,01-12-2021,Telangana,36,935.93,1252.41,1019.71,552.16,3760.21,2021-01-01,1900-12-01,State
2007,01-12-2021,The Dadra And Nagar Haveli And Daman And Diu,38,30.71,40.34,161.03,1.36,233.44000000000003,2021-01-01,1900-12-01,State
2008,01-12-2021,Tripura,16,26.45,32.81,8.31,0.09,67.66000000000001,2021-01-01,1900-12-01,State
2009,01-12-2021,Uttar Pradesh,9,1323.86,1892.58,1704.26,1108.03,6028.73,2021-01-01,1900-12-01,State
2010,01-12-2021,Uttarakhand,5,211.9,317.91,539.13,7.57,1076.51,2021-01-01,1900-12-01,State
2011,01-12-2021,West Bengal,19,1149.87,1459.64,820.71,276.37,3706.59,2021-01-01,1900-12-01,State
2012,01-01-2022,Andaman And Nicobar Islands,35,11.05,14.64,2.98,0.01,28.680000000000003,2022-01-01,1900-01-01,Union Territory
2013,01-01-2022,Andhra Pradesh,28,713.03,952.17,1058.11,108.01,2831.3199999999997,2022-01-01,1900-01-01,State
2014,01-01-2022,Arunachal Pradesh,12,25.59,33.37,12.5,0.7,72.16,2022-01-01,1900-01-01,State
2015,01-01-2022,Assam,18,308.7,421.33,292.88,39.47,1062.3799999999999,2022-01-01,1900-01-01,State
2016,01-01-2022,Bihar,10,327.85,552.08,145.4,171.09,1196.42,2022-01-01,1900-01-01,State
2017,01-01-2022,Cbic,98,0.0,0.0,216.2,0.0,216.2,2022-01-01,1900-01-01,State
2018,01-01-2022,Chandigarh,4,37.91,59.54,93.8,4.71,195.96,2022-01-01,1900-01-01,Union Territory
2019,01-01-2022,Chhattisgarh,22,518.75,621.97,874.26,641.13,2656.11,2022-01-01,1900-01-01,State
2020,01-01-2022,Delhi,7,870.82,1104.48,2454.72,98.71,4528.7300000000005,2022-01-01,1900-01-01,Union Territory
2021,01-01-2022,Goa,30,111.82,155.49,124.28,2.59,394.18,2022-01-01,1900-01-01,State
2022,01-01-2022,Gujarat,24,2430.91,2960.16,2613.78,611.47,8616.32,2022-01-01,1900-01-01,State
2023,01-01-2022,Haryana,6,1038.75,1420.77,3470.79,489.4,6419.709999999999,2022-01-01,1900-01-01,State
2024,01-01-2022,Himachal Pradesh,2,127.19,194.38,368.83,4.45,694.85,2022-01-01,1900-01-01,State
2025,01-01-2022,Jammu And Kashmir,1,112.93,198.36,91.16,2.23,404.68000000000006,2022-01-01,1900-01-01,Union Territory
2026,01-01-2022,Jharkhand,20,451.55,559.61,950.58,470.95,2432.69,2022-01-01,1900-01-01,State
2027,01-01-2022,Karnataka,29,2195.53,2835.47,3644.53,920.74,9596.27,2022-01-01,1900-01-01,State
2028,01-01-2022,Kerala,32,752.75,1056.32,651.43,21.38,2481.88,2022-01-01,1900-01-01,State
2029,01-01-2022,Ladakh,37,13.31,17.71,3.86,0.28,35.160000000000004,2022-01-01,1900-01-01,Union Territory
2030,01-01-2022,Lakshadweep,31,0.99,1.03,0.05,0.0,2.07,2022-01-01,1900-01-01,Union Territory
2031,01-01-2022,Madhya Pradesh,23,718.3,920.77,734.12,586.12,2959.31,2022-01-01,1900-01-01,State
2032,01-01-2022,Maharashtra,27,5319.45,6360.44,7687.46,1337.05,20704.399999999998,2022-01-01,1900-01-01,State
2033,01-01-2022,Manipur,14,16.13,20.82,7.26,0.09,44.300000000000004,2022-01-01,1900-01-01,State
2034,01-01-2022,Meghalaya,17,26.95,35.6,83.27,0.49,146.31,2022-01-01,1900-01-01,State
2035,01-01-2022,Mizoram,15,11.99,17.51,5.09,0.17,34.760000000000005,2022-01-01,1900-01-01,State
2036,01-01-2022,Nagaland,13,12.24,20.04,6.54,1.73,40.55,2022-01-01,1900-01-01,State
2037,01-01-2022,Odisha,21,965.92,1143.14,1134.15,752.19,3995.4,2022-01-01,1900-01-01,State
2038,01-01-2022,Other Territory,97,8.11,14.53,121.39,0.0,144.03,2022-01-01,1900-01-01,State
2039,01-01-2022,Puducherry,34,22.48,38.72,106.77,1.28,169.25,2022-01-01,1900-01-01,Union Territory
2040,01-01-2022,Punjab,3,422.29,659.09,583.15,25.75,1690.2800000000002,2022-01-01,1900-01-01,State
2041,01-01-2022,Rajasthan,8,971.7,1289.86,1215.7,171.41,3648.67,2022-01-01,1900-01-01,State
2042,01-01-2022,Sikkim,11,15.0,24.72,209.51,0.38,249.60999999999999,2022-01-01,1900-01-01,State
2043,01-01-2022,Tamil Nadu,33,2089.74,2812.13,2421.11,656.63,7979.61,2022-01-01,1900-01-01,State
2044,01-01-2022,Telangana,36,1055.72,1424.16,1375.14,604.96,4459.9800000000005,2022-01-01,1900-01-01,State
2045,01-01-2022,The Dadra And Nagar Haveli And Daman And Diu,38,35.35,46.04,197.96,0.53,279.88,2022-01-01,1900-01-01,State
2046,01-01-2022,Tripura,16,27.0,37.42,8.38,0.38,73.17999999999999,2022-01-01,1900-01-01,State
